"","X","Academic_Language..Low.Frequency.","Citation","Contingency","Descriptive","Directive","Elaborative_Syntax","Emotion_Positive","Emotion_Negative","Emotion_Surprise","Expository_Devices","FirstPerson","Forceful","Future","Inquiry","Interactive","Metadiscourse","Narrative","Past","Persons","Privy","Public","Reasoning","Relations_Positive","Relations_Negative","Reporting","Strategic","Values_Positive","Values_Negative","Name"
"200","2011_07_28_SS_Women_Moms_Babies.txt",6.25,0.54,0.66,3.97,0.96,11.96,0.36,1.2,0,2.58,2.16,2.52,0.72,0.24,1.86,0.36,3.79,0.42,3.97,1.08,1.26,1.38,3.61,1.14,6.37,1.56,3.25,0.24,"458"
"201","2011_09_13_SS_Women_Pink_Ribbon.txt",5.27,0.19,0.94,4.77,0.38,11.86,0.63,1.07,0,2.26,1.63,3.64,1.13,0.38,0.75,0.31,2.45,0.63,6.28,0.56,2.26,2.32,3.77,0.5,5.46,2.2,4.02,0.25,"458"
"202","2011_09_16_SS_Women_Apec.txt",8.35,1.54,1.1,1.76,0.66,15.82,0.22,0.22,0,3.08,1.54,1.98,1.32,0.88,0.22,0.66,3.3,0.66,3.96,0.44,3.3,1.1,2.42,0.66,7.69,1.54,2.86,0,"458"
"203","2011_09_19_SS_Women_Agriculture.txt",7.01,0.48,0.48,5.08,0.27,12.71,0.82,1.1,0,2.82,1.44,2.06,1.17,0.41,0.62,0.14,3.02,0.55,6.52,0.55,1.65,0.96,3.57,0.76,8.31,1.1,3.16,0.34,"458"
"204","2011_09_19_SS_Women_UN Women.txt",5.03,0.54,1.01,2.24,1.16,11.6,0.39,0.08,0,2.01,1.39,3.48,1.01,0.39,0.54,0.31,2.63,0.46,6.65,1.01,2.78,1.39,3.63,0.54,7.5,1.31,2.94,0.15,"458"
"205","2011_10_03_SS_Women_Africa.txt",5.55,0.07,0.49,4.5,0.63,12.09,0.91,0.28,0.07,2.18,2.88,2.53,0.63,0.28,2.95,0.63,3.09,0.84,5.41,0.84,1.69,2.11,2.67,0.56,7.8,1.48,2.25,0,"458"
"206","2011_10_22_SS_Women_Tajakistan.txt",5.21,0.11,0.43,5.53,0.74,12.43,1.38,0.32,0,1.49,2.34,2.98,1.06,0.21,1.81,0.11,2.87,0,3.51,0.64,2.55,2.34,2.87,0.64,8.71,1.17,3.51,0.11,"458"
"207","2011_11_30_SS_Women_Aid.txt",9.06,1.24,0.87,3.97,0.12,12.16,0.37,0.62,0,1.86,1.61,2.73,0.74,0.87,1.36,0.37,3.1,0.25,4.09,0.5,2.36,1.12,3.97,0.37,7.94,2.36,3.47,0,"458"
"208","2011_12_19_SS_Women_Peace Security.txt",5.28,0.3,0.52,4.14,0.58,13.25,0.68,1.52,0,2,1,2.3,1.14,0.44,0.84,0.42,2.84,0.84,5.78,0.58,3.04,1.28,3.92,1.08,7.82,2.06,3.4,0.78,"458"
"209","2012_01_24_SS_Women_Business Leaders.txt",7.34,0.32,1.08,4.21,0.76,12.2,0.97,0.22,0,1.94,2.05,2.92,0.32,0.22,2.27,0.32,2.38,0.65,6.48,1.51,2.7,0.76,3.24,0.86,5.83,1.3,2.38,0.11,"458"
"210","2012_03_09_SS_Women_Labor.txt",4.52,0.55,1.11,3.72,0.79,11.65,0.71,0.95,0.08,1.58,1.58,2.69,0.55,0.95,0.87,0.32,3.09,1.27,5.47,0.95,2.61,1.35,3.57,0.55,6.58,1.66,4.68,0.79,"458"
"211","2012_03_12_SS_Women_Earhart.txt",4.22,0.54,1.02,4.02,0.95,11.03,1.16,0.75,0.07,1.7,2.72,2.65,0.95,0.34,0.61,0.61,3.68,1.77,6.94,1.63,0.68,1.36,3.88,0.54,5.92,0.95,1.7,0.07,"458"
"212","2012_03_15_SS_Women_Slavery.txt",4.77,0.66,0.59,2.57,0.66,11.37,0.59,2.05,0,1.69,1.76,2.27,0.44,0.66,0.37,0.81,2.86,0.73,3.89,1.54,3.23,2.05,4.33,1.1,7.41,2.71,2.79,0.59,"458"
"213","2012_06_21_SS_Women_Sports.txt",3.12,0.28,1.63,6.39,0.64,11.71,1.21,0.35,0.07,1.92,2.77,2.84,0.28,0.57,1.49,0.28,3.55,0.5,7.88,0.64,1.21,1.63,2.91,0.57,6.6,1.21,2.56,0,"458"
"214","2012_07_19_SS_Women_Gender Gap.txt",8.33,0.71,0.87,4.02,0.64,13.06,0.56,0.92,0,2.5,1.32,2.95,0.66,0.69,0.97,0.56,2.85,0.48,4.43,0.81,2.04,1.09,3.41,0.69,7.05,1.91,3.49,0.28,"458"
"215","2012_10_16_SS_Women_Peru.txt",7.15,0.26,0.98,4.23,0.43,12.83,0.69,0.46,0,2.23,1.71,2.17,0.62,0.46,1.31,0.3,3.44,0.85,5.48,0.49,1.8,1.25,2.72,0.62,8.01,1.74,3.22,0.2,"458"
"216","2012_10_25_SS_Women_Work.txt",4.93,0.44,1.6,3.15,0.8,11.32,0.93,0.67,0,1.38,3.33,3.64,0.62,0.62,1.42,0.89,3.46,1.73,4.57,1.47,1.51,1.64,2.26,0.84,6.31,1.55,1.82,0.27,"458"
"217","2012_11_27_SS_Women_Business.txt",5.43,0.36,0.72,3.62,1.09,13.04,0.72,0,0,0.72,2.17,2.54,1.45,0,3.26,0,3.62,1.09,3.62,0.36,5.43,1.09,3.62,0,6.16,2.54,4.35,0,"458"
"218","2012_12_10_SS_Women__S Asia.txt",6.61,0.41,1.65,3.72,0.83,11.57,1.24,0.41,0,2.07,2.48,2.48,1.24,0.41,3.31,0.41,2.48,0.41,2.07,0.83,2.48,0.83,2.07,2.07,9.09,0.83,2.07,0,"458"
"219","2012_12_12_SS_Women_Afghan.txt",2.4,0,0,6.4,0,12.8,0,4.8,0,1.6,0,3.2,3.2,0,0,0,4,1.6,6.4,0.8,2.4,0,1.6,1.6,8.8,1.6,2.4,0,"458"
"220","2012_12_12_SS_Women_Caribbean.txt",2.73,0.91,0.91,2.27,0.45,10.45,0.45,1.82,0,2.73,1.36,1.82,0.45,0.45,2.27,0.45,3.64,0,2.73,0.91,2.73,0.91,3.64,2.73,4.55,0,2.27,4.09,"458"
"221","2013_01_31_SS_Women_Gender Equality.txt",5.31,0.44,0,3.98,0,13.72,0,1.33,0,0,1.33,3.54,0.44,0.88,0.44,0.44,3.54,0.44,3.1,0.88,4.87,0.88,2.21,1.77,7.52,2.21,6.19,0,"458"
"222","2009_01_13_SS_Foreign_Nomination_Hearing.txt",5.51,0.61,0.75,3.87,0.64,13.6,0.55,2,0,1.26,1.56,2.78,1,0.16,0.58,0.41,2.87,0.52,3.56,0.84,2.83,0.48,3.93,1.26,7.49,1.86,4.45,0.7,"458"
"223","2009_02_25_SS_Foreign_Human_Rights.txt",4.52,0.48,0.97,2.9,0.16,14.68,0.97,0.32,0,1.45,2.74,3.06,1.94,0.48,0.97,0.65,2.1,0.16,2.74,1.45,2.58,0.16,3.39,1.13,6.94,0.97,7.42,0.16,"458"
"224","2009_04_22_SS_Foreign_Obama_Goals.txt",4.65,0.66,0.61,4.21,1.05,12.08,0.5,1.11,0,1.94,1.88,2.33,1.44,0.28,0.61,0.61,2.6,0.22,2.22,0.78,2.71,0.66,5.82,1.27,8.98,2.44,4.21,0.66,"458"
"225","2009_04_30_SS_Foreign_War_Budget.txt",5.34,0.32,0.32,3.53,0.8,14.58,0.21,1.5,0,3.37,1.76,2.14,1.07,0.27,0.21,0.21,2.88,0.32,3.74,0.48,4.01,0.75,5.07,0.75,8.81,2.14,3.9,0.64,"458"
"226","2009_05_13_SS_Foreign_Americas.txt",5.52,0.41,0.76,3.24,0.55,13.66,0.9,0.34,0,0.97,1.93,3.31,0.97,0.28,0.48,0.34,2.83,0.28,1.93,0.34,3.45,1.1,4.21,0.69,8.55,1.93,4.62,0.48,"458"
"227","2009_05_19_SS_Foreign_Diplomacy.txt",3.94,0.74,0.21,4.36,0.53,10.96,0.53,0.74,0,1.91,2.77,2.23,1.38,0.11,1.06,0,2.87,0.43,3.19,0.64,3.09,1.49,5.11,1.49,10.53,1.28,3.62,0.32,"458"
"228","2009_05_20_SS_Foreign_Budgets.txt",5.63,0.18,0.48,3.29,0.6,13.76,0.6,1.32,0,2.99,1.08,2.27,1.32,0.24,0.84,0.54,2.63,0.18,2.87,0.66,3.41,1.14,4.67,0.84,7.84,2.39,4.07,0.36,"458"
"229","2009_07_15_SS_Foreign_CFR.txt",5.78,0.48,0.75,3.81,1.13,12.98,0.58,1.26,0,1.9,1.74,2.47,1.31,0.3,0.22,0.53,2.62,0.26,3.34,0.84,2.53,0.73,4.01,1.52,7.93,2.38,3.91,0.58,"458"
"230","2009_07_23_SS_Foreign_ASEAN.txt",5.33,0.52,0.39,3.58,1.3,13.85,0.52,0.78,0,1.3,1.76,1.56,1.82,0.39,0.39,0.39,2.47,1.37,2.47,0.78,1.5,0.91,4.1,1.04,10.21,2.34,2.8,0.98,"458"
"231","2009_07_27_SS_Foreign_China.txt",6.92,0.63,0.49,5.52,0.49,15.1,1.12,0.91,0,2.52,1.68,1.89,1.12,0.14,0.28,0.49,2.8,0.7,2.03,0.49,2.03,0.63,3.08,0.98,9.3,1.05,3.78,0.77,"458"
"232","2009_08_05_SS_Foreign_Korea.txt",4.07,0.34,1.36,3.73,0.34,14.58,1.02,0,0,2.03,3.05,1.69,2.37,0.34,0.34,0,2.37,1.69,4.07,1.36,1.02,0.34,2.71,0.68,9.83,1.69,1.69,0.68,"458"
"233","2009_09_23_SS_Foreign_Burma.txt",4.79,0,0.86,2.74,0.86,10.79,0.34,0.17,0,3.6,1.88,2.4,2.05,0.34,1.37,0.34,4.28,1.03,2.05,0.34,2.91,1.2,2.57,0.68,8.39,1.88,1.54,1.03,"458"
"234","2009_10_19_SS_Foreign_Sudan.txt",3.98,0.97,0.71,3.53,0.53,16.61,0.27,2.47,0,2.47,0.8,1.86,1.15,0.35,0.53,0.44,2.56,0.44,2.65,0.8,1.86,0.62,4.06,1.41,7.51,1.33,3.89,2.03,"458"
"235","2009_10_25_SS_Foreign_Iraq_Bombings.txt",2.66,0.53,0,1.6,0,17.55,0,7.45,0,0,2.13,1.6,2.66,0,0,0,2.66,0,3.72,0.53,5.32,0.53,3.72,2.66,7.45,1.06,4.79,1.06,"458"
"236","2009_11_08_SS_Foreign_Atlantic_Council.txt",3.75,0.39,0.64,5.31,1.03,13.8,0.67,1.03,0,1.87,0.92,1.7,1.06,0.21,0.71,0.42,4.17,1.66,4.63,0.88,1.45,1.13,3.15,1.31,7.82,0.71,3.68,0.32,"458"
"237","2009_11_09_SS_Foreign_Brandenburg.txt",3.87,0.53,0.53,5.46,1.06,13.38,0,0.7,0,2.11,0.18,1.76,0.88,0,0.53,0.88,3.17,1.94,4.4,0.88,1.94,0.88,4.58,0.88,9.15,0.7,4.05,0.18,"458"
"238","2009_11_19_SS_Foreign_Iraq_Afghan.txt",3.24,0.11,1.34,1.68,0.45,13.3,0.89,0.34,0,2.91,3.8,2.46,0.89,0.34,2.79,1.01,2.57,0.34,3.69,1.45,1.68,1.34,4.25,1.23,7.04,2.68,1.45,0,"458"
"239","2009_12_03_SS_Foreign_Afghanistan.txt",4.59,0.73,0.6,4.45,0.46,13.16,0.37,0.78,0,2.2,2.75,2.15,1.28,0.23,0.92,0.87,2.89,1.15,3.35,0.6,2.75,0.64,5,1.74,7.79,2.38,2.38,0.46,"458"
"240","2009_12_04_SS_Foreign_NATO.txt",5.07,1.08,0.32,4.31,0.54,14.13,0.86,0.65,0,2.48,1.29,1.62,1.83,0.32,0.43,0.22,3.34,0.65,4.1,0.65,2.7,0.54,6.36,1.08,7.98,1.51,3.56,0.22,"458"
"241","2009_12_14_SS_Foreign_Human_Rights.txt",5.23,0.42,0.73,3.29,1.11,13.72,0.68,1.24,0,1.95,1.32,2.56,0.83,0.21,0.46,0.7,2.51,0.21,3.01,0.99,3.68,1.09,3.27,1.43,8.27,1.45,5.98,0.94,"458"
"242","2010_02_14_SS_Foreign_Islamic_Forum.txt",5.43,0.38,0.76,2.92,0.43,14.35,0.43,0.93,0,1.66,1.52,2.02,1.1,0.22,0.71,0.29,2.79,0.6,3.95,0.97,2.76,1.45,3.61,1.5,9.3,1.73,3.88,0.64,"458"
"243","2010_04_09_SS_Foreign_Nuclear.txt",6.58,0.28,0.8,3.72,0.87,12.04,0.76,1.52,0,1.93,1.84,2.38,0.78,0.28,0.87,0.3,3.49,1.06,2.58,0.82,2.64,1.36,4.01,1.67,8.01,2.32,2.45,0.37,"458"
"244","2010_04_15_SS_Foreign_Middle_East.txt",4.34,0.42,1.21,3.43,0.91,13.46,0.67,1.18,0,1.97,1.36,2.54,1.36,0.25,0.74,0.49,2.74,0.47,5.4,1.26,2.59,1.55,2.93,1.13,7.15,1.33,3.33,0.69,"458"
"245","2010_05_27_SS_Foreign_National_Sec.txt",6.06,0.64,0.53,3.84,0.62,12.84,0.48,0.7,0.03,2.02,1.88,3.62,0.84,0.42,0.73,0.78,2.58,0.78,2.41,1.09,2.3,1.51,3.17,0.84,8.16,2.58,3.17,0.22,"458"
"246","2010_06_17_SS_Foreign_START.txt",7.99,0.94,0.38,5.16,1.38,12.89,0.25,0.63,0,3.14,1.45,2.89,1.32,0.19,0.88,0.31,3.08,0.44,2.58,0.57,2.83,1.13,2.77,1.38,8.36,2.96,1.89,0.25,"458"
"247","2010_09_27_SS_Foreign_Peace.txt",5.36,0.61,1.01,2.94,0.4,13.97,0.3,3.24,0,1.62,1.62,2.43,0.91,0.2,0.4,0.51,3.24,0.71,2.63,0.4,2.94,1.62,4.66,1.21,7.19,2.94,3.54,0.91,"458"
"248","2010_10_14_SS_Foreign_DOD.txt",6.91,1.55,0.17,2.59,0.17,15.89,0.52,0.69,0,2.07,1.73,2.59,2.07,0,1.04,0.35,3.8,1.21,3.8,1.04,1.73,1.21,2.07,1.38,8.12,2.59,4.66,0,"458"
"249","2010_10_25_SS_Foreign_Jordan.txt",4.55,0.67,0.34,4.72,0.17,12.14,1.69,0.34,0,3.04,2.02,2.19,1.69,0.34,1.18,0.34,3.71,0,2.87,0.51,3.04,1.18,3.04,0.67,8.43,1.85,3.88,0,"458"
"250","2010_11_29_SS_Foreign_Wikileaks.txt",6.32,0.93,0.59,3.04,1.1,12.73,0.42,1.26,0,1.26,1.77,2.78,0.51,0.34,0.51,0.34,2.45,0.34,2.78,2.19,3.29,0.67,3.37,1.77,7.42,1.77,4.13,1.01,"458"
"251","2010_12_16_SS_Foreign_Holbrooke.txt",4.43,0.48,0,3.35,1.08,12.92,0,1.2,0,1.91,1.44,2.75,1.08,0.48,0.48,0.96,3.23,2.03,4.67,0.48,2.39,0.12,4.9,0.36,9.57,2.87,3.35,0.12,"458"
"252","2011_05_02_SS_ Foreign_Bin_Laden_Death.txt",3.1,0.44,0.33,3.43,0.55,13.29,0.55,2.21,0,1.44,1.44,1.99,1.22,0.33,0.44,0.78,3.1,1.44,3.54,0.89,2.44,0.55,4.1,2.21,6.64,1.99,3.99,0.66,"458"
"253","2011_06_09_SS_Foreign_Iran.txt",4.32,0.66,0.33,2.66,0.66,15.28,0.33,0.66,0,1.99,0,1.33,1,0,0,0,2.66,0,8.31,1.66,6.64,0.33,0.66,2.33,4.98,1,6.31,3.99,"458"
"254","2011_06_27_SS_Foreign_Gay_Rights.txt",4.15,0.61,0.26,3.17,0.2,12.85,0.72,0.67,0.05,2,1.13,3.43,0.31,0.26,1.02,0.15,3.07,1.02,5.58,1.13,1.74,2.05,4.04,0.87,6.86,1.54,5.42,0.51,"458"
"255","2011_09_09_SS_Foreign_Smart_Power.txt",4.81,0.48,0.53,4.56,0.84,12.21,0.5,2.06,0.03,2.41,1.32,2.36,0.96,0.45,0.47,0.63,3.53,0.96,2.96,0.93,1.97,0.99,3.71,1.73,7.71,2.27,3.14,0.83,"458"
"256","2011_09_12_SS_Foreign_Terrorism.txt",6.56,0.36,0.6,4.53,0.95,10.62,0.48,0.6,0,1.43,1.31,3.22,1.19,0,1.91,0.72,2.74,1.43,3.94,0.24,2.03,1.07,3.22,0.95,7.64,2.15,4.3,0,"458"
"257","2011_09_13_SS_Foreign_Religion_Afghan.txt",4.47,0.37,0.37,4.47,0.81,12.81,0.07,1.32,0,1.32,0.88,1.61,1.24,0.29,0.81,0.95,2.56,0.81,7.98,1.24,2.49,1.02,3,1.83,7.17,1.83,5.27,0.81,"458"
"258","2011_10_23_SS_Foreign_Science.txt",8.06,0,0,4.21,0.37,14.47,0.92,0,0,2.93,1.47,1.83,2.2,0,0.55,0,3.3,0.73,4.03,0,2.2,0.92,3.3,0,8.61,1.1,4.03,0,"458"
"259","2011_10_27_SS_Foreign_Libya.txt",4.27,0,0,4.27,0.95,15.64,0.47,2.37,0,1.9,0,1.42,1.42,0,0,0.47,5.21,0.47,6.16,0.47,1.42,0.47,4.27,0.95,11.37,1.9,3.79,0.95,"458"
"260","2011_11_16_SS_Foreign_Philippines.txt",4.86,0.34,0.42,4.36,0.08,12.9,0.75,0.5,0,2.43,0.92,2.51,0.59,0.25,0.59,0.67,3.35,0.75,4.36,0.34,1.93,0.67,7.12,0.5,8.71,1.76,3.1,0,"458"
"261","2011_12_14_SS_Foreign_Religion.txt",5.24,0.24,1.47,2.62,1.55,11.83,0.44,0.99,0,1.79,1.83,3.22,0.52,0.52,1.19,0.56,2.1,0.71,3.49,1.67,1.51,1.91,3.77,1.71,5.8,1.19,4.33,0.91,"458"
"262","2011_12_19_SS_Foreign_land_mines.txt",5.08,0.17,0.58,6,0.33,12.91,1.08,2.91,0,3.58,1,1.42,0.83,0.25,0.33,0.5,3.25,0.83,4.25,0.33,1.58,1.17,3.66,1.08,7.99,1.75,2.91,1.33,"458"
"263","2012_01_13_SS_Foreign_Burma.txt",4.69,0.62,0.37,2.1,0.12,16.65,0.74,0.62,0,2.47,1.97,2.22,1.73,0,0.37,0.25,2.34,0.49,3.45,0.49,5.06,0.37,3.95,0.62,8.38,1.48,4.56,0.49,"458"
"264","2012_01_31_SS_Foreign_Syria.txt",5.07,0.75,0.89,3.43,0.67,15.59,0.22,2.54,0,1.42,0.37,2.46,1.57,0.3,0.75,0.3,2.01,0.45,5.37,0.97,3.5,0.82,2.09,1.94,8.35,2.24,2.76,1.49,"458"
"265","2012_03_12_SS_Foreign_Security.txt",4.76,0.77,0.48,2.79,0.48,14.22,0.38,0.72,0,2.02,0.77,2.98,1.1,0.19,0.43,0.14,3.41,0.62,3.31,0.58,4.61,0.72,3.94,1.44,8.36,1.25,5.38,0.58,"458"
"266","2012_09_12_SS_Foreign_Benghazi.txt",3.83,0.55,0,3.01,0.27,12.57,0.55,1.64,0,2.73,0.82,1.09,0.27,0,0,0.55,3.28,2.73,12.02,0.55,1.09,0.55,1.64,0.55,11.2,1.37,3.01,0.55,"458"
"267","2012_09_25_SS_Foreign_Water.txt",5.31,0.42,1.26,6.85,0.84,12.31,0.56,1.26,0,1.4,1.82,3.22,1.26,0.84,3.5,0.7,2.38,0,1.54,0.7,1.82,1.4,2.8,0.98,7.13,1.12,4.34,0.84,"458"
"268","2012_09_28_SS_Foreign_Arab_States.txt",4.98,0.23,0.77,4.22,0.92,12.04,0.77,1.53,0,2.22,1.3,2.38,0.69,0.31,0.77,0.38,2.76,0.46,2.99,1.3,3.83,1.07,2.38,1.38,8.9,1.3,4.91,0.84,"458"
"269","2012_10_18_SS_Foreign_Energy.txt",9.37,0.22,0.7,4.79,0.64,11.86,0.34,0.98,0,2.34,0.9,2.72,0.98,0.42,0.94,0.5,3.19,0.58,2.22,0.9,2.1,1.28,2.56,1.24,9.42,1.66,3.59,0.46,"458"
"270","2012_10_24_SS_Foreign_Nuclear.txt",5.35,0.24,0.49,3.65,0,11.92,0,0.73,0,2.92,1.22,2.68,1.22,0.24,0.97,0.24,5.6,0.97,1.7,1.46,1.22,2.19,5.35,0.49,7.3,1.22,2.68,0.24,"458"
"271","2012_11_08_SS_Foreign_Terrorism.txt",4.69,0.56,0.07,5.25,0.91,12.11,1.05,1.54,0,1.47,0.91,2.24,0.77,0.63,0.7,0.56,3.57,1.4,6.86,1.19,1.47,1.26,2.87,0.77,6.58,1.12,3.57,0.21,"458"
"272","2012_11_29_SS_Foreign_Europe.txt",5.83,0.7,0.68,4.88,0.78,12.83,0.46,1.31,0,1.39,1.31,2.09,1.19,0.22,0.49,0.58,3.3,0.8,1.75,0.8,1.77,0.78,4.45,1.51,9.19,2.21,3.57,0.19,"458"
"273","2012_12_06_SS_Foreign_Human_Rights.txt",4.59,0.43,0.69,3.93,0.74,12.4,0.3,1.29,0.02,1.66,1.5,3.01,0.69,0.38,0.85,0.63,2.76,0.74,4.65,1.21,3.27,1.4,2.3,1.58,7.95,1.36,4.24,0.5,"458"
"274","2012_12_07_SS_Foreign_N_Ireland.txt",4.43,0.24,0.48,3.47,0.6,13.65,0.6,0.48,0,2.16,2.51,2.75,1.08,0,0.72,0.96,3.35,2.51,3.95,1.56,1.92,1.56,3.23,1.08,8.38,0.96,2.51,0.24,"458"
"275","2013_01_15_SS_Foreign_Liberia.txt",6.46,0.2,0.2,3.84,0.81,14.14,1.62,0.4,0,1.01,2.02,2.22,1.41,0.2,0.61,0.81,3.23,0.81,2.63,1.01,3.23,1.01,2.42,0.2,8.48,1.41,6.06,0.4,"458"
"276","2013_01_17_SS_Foreign_Somalia.txt",3.26,0.93,0.56,2.6,0.74,12.56,0.37,1.02,0,3.26,1.86,2.14,1.12,0.37,0.56,0.47,4.84,1.4,3.44,0.65,2.98,0.84,3.44,0.93,8.56,1.49,2.98,0.37,"458"
"277","2013_01_18_SS_Foreign_Asia.txt",4.1,1,0.33,3.65,0.44,13.73,0.55,0.89,0,1.77,2.88,2.21,1.33,0.22,0.44,0.33,4.1,1.11,3.43,0.66,2.44,1,5.65,1.55,7.97,1.99,2.1,0.11,"458"
"278","2013_01_23_SS_Foreign_Benghazi_House.txt",4.65,0.79,0.35,4.17,0.79,12.81,0.09,2.02,0,2.46,2.41,2.41,0.61,0.48,0.66,0.22,3.29,1.01,3.73,0.7,1.84,1.14,2.81,1.4,8.91,2.02,3.2,0.31,"458"
"279","2013_01_23_SS_Foreign__Benghazi_Sen.txt",4.83,0.53,0.44,4.22,0.97,12.96,0.13,2.2,0,2.06,2.28,2.06,0.57,0.57,0.7,0.31,3.47,0.79,4.04,0.83,1.84,1.05,3.07,1.32,9.44,1.8,3.25,0.26,"458"
"280","2013_01_30_SS_Foreign_Mexico.txt",4.57,0.25,0.25,4.23,0.25,12.7,0.51,0.68,0,1.86,3.73,2.62,1.27,0.34,1.44,0.17,2.71,1.35,3.22,0.93,2.2,1.44,2.71,0.68,8.81,1.52,3.9,0.17,"458"
"281","2013_02_01_SS_Foreign_Farewell.txt",2.82,0.34,0.79,3.38,0.79,11.16,0.56,0.56,0.11,1.24,5.41,4.62,0.79,0.56,2.03,0.34,2.93,1.01,2.25,1.01,1.58,1.24,4.4,0.9,5.86,1.24,2.82,0,"458"
"282","2009_04_30_SS_Health_H1N1.txt",4.88,0.98,0,2.44,0.98,13.17,0,3.41,0,2.44,1.95,1.46,0.98,0.98,0.49,0,4.39,0,3.9,1.46,4.88,0.49,4.88,0,11.71,1.95,3.41,0.98,"458"
"283","2009_06_11_SS_Health_Hunger.txt",5.98,0.09,0.57,6.17,0.62,11.49,0.66,1.28,0,2.47,1,2.28,1.66,0.38,0.71,0.38,4.18,0.52,4.7,0.43,1.71,0.85,3.8,0.66,7.21,1.38,4.03,0.43,"458"
"284","2009_08_07_SS_Health_S_Africa.txt",1.3,0,1.04,2.08,1.04,13.77,0.78,0,0,1.56,3.12,1.82,0.26,0.52,0.78,0.52,3.12,0.78,8.57,1.04,3.38,1.56,2.6,0.78,9.87,1.56,1.3,0.26,"458"
"285","2009_11_30_SS_Health_AIDS.txt",5.83,0.16,0.16,3.59,0.64,13.98,0.24,1.2,0,2.48,1.2,2.48,1.52,0,0.24,0.64,2.8,0.4,3.59,0.8,2.8,1.44,5.83,1.68,7.59,1.44,3.59,0.56,"458"
"286","2010_05_11_SS_Health_CARE.txt",5.5,0.79,1.03,3.93,0.49,12.72,0.56,1.55,0,2.85,1.17,2.69,0.7,0.45,0.56,0.47,2.92,0.52,5.88,0.99,1.35,1.39,3.72,1.03,6.64,1.59,4.33,0.83,"458"
"287","2010_09_21_SS_Health_Nutrition.txt",4.28,0.42,0.54,3.86,0.59,13.14,0.77,0.95,0,2.97,2.2,2.68,0.59,0.3,0.83,0.54,3.45,0.36,3.92,1.07,3.03,1.49,3.03,1.01,6.66,1.9,3.75,0.3,"458"
"288","2010_12_14_SS_Health_AIDS.txt",4.7,0.41,0.41,2.9,0.28,12.72,1.24,0.41,0,0.97,2.07,3.18,0.69,0,0.14,0.69,3.73,1.24,5.12,0.97,2.49,0.97,3.46,0.41,8.99,1.66,2.63,0.28,"458"
"289","2011_01_30_SS_Health_Haiti_Cholera.txt",4.44,0.37,0.37,2.96,0.37,13.33,0.37,0.74,0,2.22,4.07,3.7,0.74,0,0.37,0.37,4.07,0.37,1.85,0,1.11,1.11,3.33,2.22,8.15,2.22,2.59,0,"458"
"290","2011_03_22_SS_Health_Water.txt",5.59,0.11,0.51,7.22,0.4,14,0.06,1.07,0,2.93,1.47,2.2,0.62,0.34,0.68,0.4,2.48,0.28,3.27,0.45,2.99,1.69,3.27,0.79,7.96,2.09,3.27,0.23,"458"
"291","2011_05_03_SS_Health_Global.txt",6.37,0,0,3.92,0,8.33,0.49,0.98,0,0.98,0.98,2.45,0.49,0,1.47,0.49,0.98,0,2.45,0.49,2.94,2.45,6.37,0,8.82,0.49,4.9,0,"458"
"292","2011_05_06_SS_Health_Food.txt",7.04,0.41,0.82,5.07,0.37,12.28,0.37,1.09,0,3.67,1.29,2.82,0.68,0.27,0.68,0.34,3.23,0.92,2.52,0.65,2.38,1.09,3.23,0.88,8.88,1.91,3.5,0.44,"458"
"293","2011_06_02_SS_Health_Aids.txt",8.04,0.48,0.57,4.88,0.48,15.12,1.53,0.48,0,3.16,1.53,2.3,0.48,0.1,0.77,0.29,2.78,0.38,5.55,0.77,2.49,0.77,4.78,0.96,5.93,1.72,2.68,0.77,"458"
"294","2011_06_05_SS_Health_Aids.txt",6.59,0.45,0,2.05,0.23,12.05,0,2.05,0,4.77,1.14,3.64,0,0,0.23,0.45,3.86,2.5,4.55,0.91,1.82,0.23,5.45,2.05,7.27,1.59,3.18,0.45,"458"
"295","2011_06_11_SS_Health_Zambia.txt",6.14,0.51,0.37,3.07,0.51,13.08,0.73,0.51,0,2.41,1.68,2.34,0.73,0.44,0.73,0.44,4.02,0.22,5.26,0.58,3.07,1.17,3.36,0.73,8.26,1.75,3.73,0.29,"458"
"296","2011_06_12_SS_Health_1000_Days.txt",5.23,0.3,0.3,2.91,0.15,12.55,0.97,0.3,0,3.36,1.57,1.94,1.19,0.3,0.75,0.3,3.36,0.9,3.21,0.3,4.48,1.87,3.36,0.45,9.26,1.57,4.48,0.07,"458"
"297","2011_06_12_SS_Health_Tanzania.txt",4.87,0.26,0.26,2.17,0.26,12.17,0.87,0.52,0,2.7,2.43,2.7,0.52,0.35,1.57,0.35,3.3,0.26,6.35,0.96,1.39,2.09,3.04,0.7,7.91,1.48,3.74,0.7,"458"
"298","2011_08_11_SS_Health_Africa_Famine.txt",5.43,0.19,0.89,6.05,0.46,12.83,0.31,1.83,0.02,2.77,1.04,3.38,0.87,0.1,0.39,0.51,3.26,0.58,3.69,0.8,1.71,1.06,2.92,0.65,8.95,1.45,3.76,0.43,"458"
"299","2011_09_20_SS_Health_Nutrition.txt",5.7,0.14,0.63,3.87,0.56,12.74,0.49,0.99,0,3.24,1.69,3.59,0.91,0.35,0.84,0.77,3.59,0.35,3.03,0.77,1.62,0.91,4.86,0.63,9.92,1.69,4.93,0.07,"458"
