,X,name,PC1,PC2,PC3
126,2016_10_10_GE_Wilkes_Barre_PA_DT.txt,Trump,-1.373170026,-2.043275635,0.470379373
127,2016_10_12_GE_Lakeland_FL_DT.txt,Trump,-1.302553797,-2.269901885,-0.402607305
128,2016_10_12_GE_Ocala_FL_DT.txt,Trump,-1.455777348,-2.43307625,-0.237195979
129,2016_10_13_GE_Cincinnati_OH_DT.txt,Trump,0.78702167,-1.603374865,0.196618117
130,2016_10_13_GE_Millenials_OH_DT.txt,Trump,5.366129064,0.49949342,-1.309378543
131,2016_10_13_GE_Sexual_Assault_DT.txt,Trump,1.082884604,-1.816698158,0.013684229
132,2016_10_14_GE_Charlotte_NC_DT.txt,Trump,-2.677477993,-1.789683705,0.360316269
133,2016_10_14_GE_Greensboro_NC_DT.txt,Trump,-0.600218652,-2.38513484,-0.649495261
134,2016_10_17_GE_Green_Bay_WI_DT.txt,Trump,0.044361688,-1.875470682,1.12320737
135,2016_10_18_GE_Colorado_Springs_DT.txt,Trump,0.771849433,-2.75347435,0.152917632
136,2016_10_19_GE_Closing_Debate_NV_DT.txt,Trump,1.438199006,-3.870345847,4.355870048
137,2016_10_20_GE_Al_Smith_Dinner_NY_DT.txt,Trump,-2.596654191,-0.287934045,2.909330199
138,2016_10_26_GE_Charlotte_NC_DT.txt,Trump,-0.521726532,-0.231396188,0.004448429
139,2016_10_26_GE_Kinston_NC_DT.txt,Trump,-0.670708871,-2.008734749,0.012118299
140,2016_10_28_GE_Cedar_Rapids_IA_DT.txt,Trump,1.197747504,-1.177386601,0.588188099
141,2016_10_28_GE_FBI_Emails_ME_DT.txt,Trump,-0.504221535,-1.488482509,0.2758436
142,2016_10_28_GE_Manchester_NH_DT.txt,Trump,-0.358710939,-1.022559573,0.133262885
143,2016_10_29_GE_Emails_Phoenix_AZ_DT.txt,Trump,-0.235591848,-2.205479992,0.688488716
144,2016_10_29_GE_Golden_CO_DT.txt,Trump,-1.683702359,-1.76869567,-0.288503332
145,2016_10_30_GE_Las_Vegas_NV_DT.txt,Trump,0.285042477,-1.475845844,0.359093835
146,2016_10_31_GE_Grand_Rapids_MI_DT.txt,Trump,0.168696739,-1.91559119,0.459082338
147,2016_10_31_GE_Warren_MI_DT.txt,Trump,-0.509902326,-1.956711251,-0.820441747
148,2016_11_01_GE_Eau_Claire_WI_DT.txt,Trump,0.524501212,-2.212662023,1.446255734
149,2016_11_02_GE_Miami_FL_DT.txt,Trump,1.463684971,-1.448808014,0.162130338
150,2016_11_02_GE_Orlando_FL_DT.txt,Trump,0.485476389,-1.792283447,1.964542825
151,2016_11_03_GE_Concord_NC_DT.txt,Trump,-0.442532211,-1.448286382,0.829140936
152,2016_11_03_GE_Jacksonville_FL_DT.txt,Trump,-0.200940175,-1.645103623,0.104159684
153,2016_11_06_GE_Sioux_City_IA_DT.txt,Trump,-0.219417115,-1.11670575,1.147380347
154,2016_11_08_GE_Grand_Rapids_MI_DT.txt,Trump,0.275511049,-2.027020435,1.260644946
155,2016_11_09_GE_Victory_NY_DT.txt,Trump,-2.803613052,1.22051029,5.451394137
